Unnamed: 0,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
748,37, Private,187655, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0,0,40.0, United-States, <=50K
28636,43, Private,189956, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
27551,42, Private,839240, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65.0, United-States, >50K
2189,42, Private,239409, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,38.0, United-States, <=50K
26668,23, Private,162187, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
4009,33, Private,116375, Masters,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, >50K
10175,54, Private,255381, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40.0, Mexico, >50K
26234,46, Private,126675, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50.0, United-States, <=50K
27218,43, Private,143046, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32.0, United-States, >50K
29528,52, Private,197853, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, >50K
9844,28, Private,175923, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15.0, United-States, <=50K
31165,31, Self-emp-not-inc,158284, Bachelors,13, Divorced, Sales, Other-relative, White, Male,0,0,40.0, United-States, <=50K
4718,57, Private,117444, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
22580,42, Private,249957, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,30.0, United-States, >50K
14373,22, Private,334140, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,46.0, India, <=50K
25767,23, Private,263899, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
6546,52, Local-gov,184118, 12th,8, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40.0, United-States, <=50K
20331,27, Private,210498, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
20284,44, Local-gov,103628, Doctorate,16, Divorced, Adm-clerical, Not-in-family, Black, Male,0,2377,40.0, United-States, >50K
30947,30, Private,188236, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50.0, United-States, >50K
4085,27, Private,239708, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40.0, United-States, <=50K
10168,51, Private,114304, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,39.0, United-States, <=50K
12054,25, Private,114011, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45.0, United-States, <=50K
19276,23, Private,29246, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
15904,51, Private,31379, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,19.0, Puerto-Rico, <=50K
24366,24, Private,184099, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
15707,29, Private,240698, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
13682,21, Private,119194, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23258,47, Self-emp-inc,154076, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
3475,40, Self-emp-inc,187328, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40.0, United-States, <=50K
25043,67, State-gov,180052, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55.0, United-States, <=50K
12103,57, Self-emp-inc,100612, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,99.0, United-States, >50K
31307,39, Private,792725, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,3464,0,50.0, United-States, <=50K
18090,29, Private,320451, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60.0, United-States, <=50K
25668,63, Self-emp-not-inc,1019489, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
14411,44, Self-emp-inc,173495, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40.0, United-States, <=50K
11935,41, Local-gov,280534, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23210,33, Self-emp-not-inc,61278, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
19627,70, Self-emp-not-inc,407623, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25.0, United-States, <=50K
11929,23, Private,199142, Some-college,10, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
19994,44, Self-emp-not-inc,185348, HS-grad,9, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,48.0, United-States, <=50K
22457,54, ?,169122, 9th,5, Divorced, ?, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
29556,33, Private,134120, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50.0, United-States, >50K
16293,31, Private,208328, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40.0, United-States, >50K
3090,56, Local-gov,320451, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45.0, ?, >50K
13147,52, Private,101761, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50.0, United-States, >50K
6540,35, Private,29109, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70.0, United-States, >50K
27731,22, Private,47706, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35.0, United-States, <=50K
10449,41, Private,394820, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,40.0, United-States, <=50K
31650,34, Private,211226, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45.0, United-States, >50K
19308,37, Private,303860, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
17460,24, Private,105995, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,65.0, United-States, <=50K
16234,54, Private,38000, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40.0, United-States, >50K
20417,29, Private,81761, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,24.0, United-States, <=50K
29921,45, Private,83064, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,2001,60.0, United-States, <=50K
13303,38, Private,48308, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
31356,23, ?,381153, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,40.0, United-States, <=50K
8411,39, Private,197267, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
27540,21, ?,39048, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40.0, United-States, <=50K
16114,55, Local-gov,131053, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40.0, United-States, >50K
10596,42, Private,44166, 10th,6, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
17363,44, Private,49595, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50.0, United-States, >50K
17408,62, Federal-gov,121265, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40.0, United-States, <=50K
8912,35, Private,65824, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40.0, United-States, <=50K
31661,32, Private,334273, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50.0, United-States, <=50K
29172,26, Private,125855, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
14912,32, Private,63918, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35.0, United-States, <=50K
9077,50, Private,223019, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45.0, United-States, >50K
3015,31, Private,253821, 10th,6, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40.0, Mexico, <=50K
9408,36, Private,1476446, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56.0, United-States, <=50K
5586,44, Private,152246, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, <=50K
2825,25, Private,34423, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52.0, United-States, <=50K
15566,36, Private,218322, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
32307,37, Private,151580, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
18148,39, Private,101795, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45.0, United-States, <=50K
14696,44, Private,134037, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40.0, United-States, <=50K
10176,27, Private,205975, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
4743,59, Private,184655, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
7206,31, Private,358246, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
3050,43, Local-gov,89028, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40.0, United-States, >50K
14207,18, Private,120137, 11th,7, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,594,0,20.0, United-States, <=50K
5589,51, Federal-gov,173945, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
5138,23, Private,188900, Some-college,10, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20.0, United-States, <=50K
10605,40, Self-emp-inc,123894, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,4064,0,25.0, United-States, <=50K
19238,30, Private,201988, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,40.0, China, >50K
19766,62, Local-gov,71400, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50.0, United-States, <=50K
21243,19, Private,104465, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,24.0, Mexico, <=50K
15413,28, Self-emp-inc,23185, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
14842,62, Self-emp-inc,216256, Some-college,10, Married-civ-spouse, ?, Own-child, White, Male,0,0,45.0, United-States, <=50K
28119,19, Private,888350, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55.0, United-States, <=50K
21708,18, Private,123408, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16.0, United-States, <=50K
7583,36, Private,193072, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48.0, United-States, <=50K
4422,53, Private,100669, Some-college,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40.0, United-States, <=50K
1376,25, Federal-gov,166504, 1st-4th,2, Never-married, Other-service, Own-child, Black, Female,0,0,40.0, United-States, <=50K
20909,57, Self-emp-inc,194232, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60.0, United-States, >50K
23570,57, Self-emp-not-inc,185554, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58.0, United-States, >50K
4229,51, Self-emp-not-inc,139012, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50.0, Guatemala, >50K
5075,25, Private,84013, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55.0, United-States, <=50K
1382,52, Self-emp-not-inc,158216, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40.0, United-States, <=50K
19490,19, Private,42719, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30.0, United-States, <=50K
12153,49, Private,136506, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,53.0, United-States, >50K
13104,64, ?,229335, Masters,14, Widowed, ?, Unmarried, White, Male,0,0,40.0, United-States, <=50K
21721,45, Private,143062, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32.0, United-States, <=50K
10187,31, Private,449354, 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,60.0, United-States, <=50K
7027,26, Private,394737, HS-grad,9, Married-spouse-absent, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,40.0, United-States, <=50K
27532,41, ?,213115, 11th,7, Widowed, ?, Unmarried, White, Female,0,0,40.0, United-States, <=50K
3965,42, ?,115610, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40.0, United-States, >50K
31760,68, Private,22154, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,28.0, Jamaica, <=50K
4280,48, ?,152246, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40.0, United-States, <=50K
14424,32, Private,50178, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40.0, United-States, >50K
16464,62, ?,204048, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,24.0, United-States, <=50K
6511,32, Private,498334, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45.0, United-States, >50K
14448,18, Private,186837, 12th,8, Never-married, ?, Own-child, Black, Female,0,0,38.0, United-States, <=50K
5177,34, Private,958328, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,40.0, United-States, <=50K
18485,40, Private,192284, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,35.0, United-States, >50K
16397,31, Private,375023, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3137,0,40.0, Poland, <=50K
23595,40, Private,238530, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,30.0, United-States, <=50K
25824,17, ?,191154, 10th,6, Never-married, ?, Own-child, White, Female,0,0,25.0, United-States, <=50K
10879,43, Private,164277, 12th,8, Married-civ-spouse, Other-service, Wife, Black, Female,7688,0,10.0, United-States, >50K
10670,42, Private,94094, 7th-8th,4, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48.0, United-States, <=50K
2360,48, Private,501153, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60.0, United-States, >50K
1658,56, Private,164830, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40.0, Jamaica, >50K
7175,41, Private,157595, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
20840,28, Private,91898, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40.0, United-States, <=50K
16665,54, Private,191338, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40.0, United-States, >50K
25888,59, Private,438147, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40.0, United-States, <=50K
12348,50, Private,61557, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, <=50K
5964,36, Private,194630, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
727,66, Private,183806, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55.0, United-States, <=50K
20435,23, Private,128700, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,52.0, United-States, <=50K
20193,61, Private,111483, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50.0, United-States, >50K
14107,25, Private,59016, HS-grad,9, Separated, Sales, Not-in-family, White, Male,0,0,35.0, United-States, <=50K
16324,32, Private,111483, 7th-8th,4, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40.0, United-States, <=50K
1873,50, Local-gov,34059, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45.0, ?, <=50K
12409,34, Private,1042315, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
7471,41, Private,238049, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, ?, <=50K
16021,38, Private,287908, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40.0, United-States, <=50K
3837,28, Local-gov,530562, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,42.0, United-States, <=50K
17934,42, Private,236543, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40.0, United-States, <=50K
21895,25, Private,107680, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,45.0, United-States, <=50K
9608,22, Private,174299, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
20670,19, ?,170287, Some-college,10, Never-married, ?, Own-child, White, Male,2174,0,20.0, El-Salvador, <=50K
20526,33, Private,116787, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
30434,36, Private,272911, 10th,6, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35.0, United-States, <=50K
7203,20, Private,45789, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
31125,69, Private,12997, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,2174,0,40.0, United-States, <=50K
7809,37, Private,345051, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,72.0, United-States, <=50K
22589,48, Private,141711, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1848,40.0, United-States, >50K
15556,52, Private,138975, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40.0, United-States, >50K
8468,43, Private,177119, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52.0, United-States, >50K
16323,47, Local-gov,45120, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, >50K
2488,49, Private,62793, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,2176,0,35.0, United-States, <=50K
22634,24, Private,291407, HS-grad,9, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40.0, United-States, <=50K
5366,35, Private,155449, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60.0, United-States, >50K
31036,58, Local-gov,309026, Masters,14, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40.0, United-States, <=50K
2517,48, Private,223267, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
5790,42, Private,151838, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40.0, United-States, <=50K
14607,20, Private,168322, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,28.0, United-States, <=50K
2670,43, Private,388068, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, Mexico, <=50K
2547,29, Private,165695, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, >50K
31203,54, Private,152465, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40.0, United-States, >50K
31419,59, Local-gov,291204, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
29187,57, Private,358647, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42.0, United-States, <=50K
27342,37, Private,29696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
25526,28, Private,179457, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40.0, United-States, <=50K
4664,29, Private,117243, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40.0, United-States, <=50K
4713,24, Private,21685, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25.0, United-States, <=50K
3838,55, Private,111483, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
31345,50, Private,219143, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1740,40.0, United-States, <=50K
7378,20, Private,73327, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,24.0, United-States, <=50K
26640,45, Private,176011, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, >50K
28496,65, Private,101697, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
10303,22, Private,261720, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
21858,52, Private,158284, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
10186,28, Private,257782, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60.0, United-States, <=50K
1143,26, Local-gov,54301, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48.0, United-States, >50K
21408,25, Private,115488, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
25814,26, Private,165001, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,32.0, United-States, <=50K
28414,55, Private,210736, Bachelors,13, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,48.0, United-States, <=50K
14477,38, Local-gov,157916, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60.0, United-States, >50K
4559,31, Private,104834, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48.0, United-States, <=50K
23729,29, Private,210838, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
9502,44, Private,324616, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,32.0, United-States, >50K
28750,20, Private,184682, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40.0, United-States, <=50K
9920,42, Private,69030, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45.0, United-States, <=50K
24352,29, State-gov,204043, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
5104,47, Self-emp-not-inc,66374, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.0, United-States, >50K
9138,46, Private,128876, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23221,20, Private,362391, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
25722,25, Private,306782, Some-college,10, Separated, Tech-support, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
17666,39, Private,203064, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
31629,23, Private,177305, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,37.0, United-States, <=50K
10199,20, Local-gov,171424, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
30245,40, Local-gov,38954, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, <=50K
15554,23, Private,379905, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35.0, United-States, <=50K
31513,46, Federal-gov,117549, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20.0, United-States, >50K
4240,36, Private,455413, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60.0, Laos, >50K
466,28, Private,24106, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,0,0,48.0, United-States, <=50K
29551,23, Private,52426, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40.0, United-States, <=50K
11158,37, Local-gov,103043, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75.0, Germany, <=50K
17072,23, Local-gov,445344, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,52.0, United-States, <=50K
7069,62, Private,82552, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40.0, United-States, <=50K
29228,23, Private,123075, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55.0, United-States, <=50K
3667,47, State-gov,268022, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
27501,21, Private,241816, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
10010,19, Private,163950, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,25.0, United-States, <=50K
5688,37, Private,53833, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,48.0, United-States, <=50K
27713,47, Local-gov,115059, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20.0, United-States, <=50K
28516,40, Self-emp-not-inc,234906, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38.0, United-States, <=50K
10172,55, Private,44350, Prof-school,15, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,48.0, United-States, <=50K
6630,24, Private,181738, Bachelors,13, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
29128,54, Self-emp-not-inc,183307, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, >50K
7688,24, Self-emp-not-inc,111483, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,60.0, United-States, <=50K
2004,19, Self-emp-not-inc,23780, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,80.0, United-States, <=50K
19940,23, Self-emp-not-inc,33572, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20.0, United-States, <=50K
7208,60, ?,230922, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,40.0, ?, <=50K
5873,37, Private,104196, 9th,5, Divorced, Adm-clerical, Unmarried, White, Female,0,0,4.0, United-States, <=50K
19078,26, Private,96182, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,40.0, ?, <=50K
15329,75, ?,121319, Some-college,10, Divorced, ?, Not-in-family, White, Male,0,0,40.0, ?, <=50K
1909,30, Private,113364, HS-grad,9, Separated, Sales, Own-child, White, Male,2174,0,40.0, United-States, <=50K
10093,49, Private,150533, Preschool,1, Divorced, Other-service, Own-child, White, Male,0,0,20.0, United-States, <=50K
8046,55, Private,104113, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,40.0, United-States, <=50K
16143,34, Private,947135, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40.0, United-States, <=50K
29263,30, Private,231172, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40.0, United-States, <=50K
11857,32, Private,114072, 10th,6, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,32.0, United-States, <=50K
23704,39, Federal-gov,34189, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.0, United-States, >50K
